요양기관명,종별코드명,시도코드명,주소,x좌표,y좌표
JS노송병원,병원,인천,"인천광역시 서구 가정로 280 2~5층, 7층 (석남동)",126.6720379,37.5066915
MS재건병원,병원,대구,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",128.6048764,35.8718515
SCH서울아동병원,병원,경남,경상남도 통영시 중앙로 334-1 5~9층 (무전동),128.4291756,34.8600648
SG삼성조은병원,병원,충남,충청남도 천안시 서북구 불당25로 200 (불당동),127.1091339,36.8188831
St.(세인트)요셉병원,병원,인천,"인천광역시 남동구 남동대로239번길 72-39 지하1층, 1~4층, 7층 (논현동)",126.694678,37.4093154
W(더블유)여성병원,병원,인천,"인천광역시 미추홀구 인주대로 400 제일여성병원 2일부,3~5,7층 602,802호 (주안동)",126.6811652,37.4509653
WE병원,병원,제주,제주특별자치도 서귀포시 1100로 453-95 (회수동),126.4438719,33.2860937
W여성병원,병원,대구,대구광역시 수성구 화랑로 58 (만촌동),128.6339776,35.8708473
the큰병원,병원,경남,"경상남도 창원시 의창구 우곡로217번길 10 (명서동, 지하1,2층지상2,3,4,5,6,7,8층)",128.6487951,35.2396798
가나병원,병원,광주,광주광역시 동구 중앙로 339  (계림동),126.9199365,35.1619603
가자연세병원,병원,서울,"서울특별시 서대문구 수색로 18 2~5층 (남가좌동, 영보웨딩부페)",126.9165989,37.5689576
가자연세병원,병원,경기,경기도 김포시 돌문로 43 2층 (사우동),126.7178017,37.6188926
가제트병원,병원,광주,"광주광역시 남구 대남대로127번길 5 (방림동, 그린산부인과)",126.9113533,35.1333715
가천대부속 동인천길병원,병원,인천,"인천광역시 중구 큰우물로 21 (용동, 지하1층, 1층, 3~5층, 8층)",126.6313078,37.473775
가톨릭병원,병원,대전,대전광역시 서구 도산로 351  (용문동),127.390352,36.3364138
가톨릭운정병원,병원,경기,경기도 파주시 책향기로 830 3~4층 (와동동),,
감청수병원,병원,경남,"경상남도 김해시 김해대로 2459 (삼정동, 감청수병원)",128.8958783,35.2279404
강남고려병원,병원,서울,서울특별시 관악구 관악로 242 (봉천동),126.9567943,37.4856349
강남베드로병원,병원,서울,서울특별시 강남구 남부순환로 2649 베드로병원 (도곡동),127.0396045,37.4856196
강남병원,병원,강원,강원도 춘천시 경춘로 2364-0 강남병원,127.720675,37.86439
강남병원,병원,전남,전라남도 광양시 중마중앙로 17 (중동),127.697625,34.9317763
강남병원,병원,광주,광주광역시 남구 금화로 436 (월산동),126.8914783,35.1448981
강남병원,병원,대구,대구광역시 동구 동촌로 207 (방촌동),128.663437,35.88299
강남병원,병원,경북,경상북도 구미시 금오시장로2길 21 (원평동),128.3422082,36.1243775
강남수병원,병원,서울,서울특별시 송파구 삼전로2길 11 (삼전동),127.087577,37.5034091
강남여성병원,병원,경기,경기도 수원시 팔달구 중부대로 96 (인계동),127.0275151,37.2767458
강남와이케이병원,병원,서울,"서울특별시 강남구 학동로 233 디와이빌딩 3층 일부,4~6층 (논현동)",,
강남유나이티드병원,병원,서울,서울특별시 강남구 남부순환로 2609 7~11층 (도곡동),127.0351301,37.4849802
강남을지대학교병원,병원,서울,"서울특별시 강남구 도산대로 202 (논현동, 강남을지병원)",127.0286438,37.5194124
강남제이에스병원,병원,서울,서울특별시 강남구 도곡로 122 지후빌딩 (도곡동),127.0347193,37.5155109
강남지인병원,병원,서울,"서울특별시 강남구 언주로 631 지하2층,지상2층일부,3~6층 (논현동)",127.03505,37.5127891
강남초이스병원,병원,서울,"서울특별시 관악구 남부순환로 1796 -1,2~5층 (봉천동, 삼호빌딩)",126.9496075,37.4813393
강남초이스정형외과병원,병원,서울,"서울특별시 강남구 테헤란로 337 (역삼동, 4~9층)",127.0484885,37.5047776
강남힘찬병원,병원,서울,"서울특별시 송파구 백제고분로 407 (송파동, 지하 2층~7층)",127.1099004,37.5075981
강동미즈여성병원,병원,서울,서울특별시 강동구 천호대로 1043-1043 (천호동),127.1281043,37.5376183
강동병원,병원,부산,부산광역시 사하구 다대로 145 (신평동),128.9782686,35.0896455
강동연세병원,병원,서울,서울특별시 강동구 올림픽로 734 (천호동),127.1266323,37.5467696
강병원,병원,경기,경기도 포천시 포천로 1570 (신읍동),127.2046956,37.8981468
강병원,병원,경남,경상남도 고성군 고성읍 중앙로 49 (),128.3254109,34.9741871
강북21세기병원,병원,서울,서울특별시 중랑구 면목로 473 (상봉동),127.0856597,37.5940481
강북연세병원,병원,서울,서울특별시 노원구 동일로 996 (공릉동),127.0754877,37.6191956
강북우리들병원,병원,서울,"서울특별시 강북구 한천로 1083 수유동 (수유동, 광산타워)",127.022638,37.6425442
강북으뜸병원,병원,서울,"서울특별시 강북구 도봉로 187 지하1층, 2층~5층 (미아동)",127.0262554,37.6254074
강서바른세상병원,병원,서울,"서울특별시 강서구 금낭화로 9 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",126.8116185,37.5661467
강서송도병원,병원,서울,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",126.8427872,37.5585273
강서힘찬병원,병원,서울,"서울특별시 강서구 강서로56길 38 (등촌동, 강서힘찬병원)",126.8406822,37.5592035
강원도 재활병원,병원,강원,강원도 춘천시 충열로142번길 24-16  (우두동),127.7411821,37.9036749
강화병원,병원,인천,인천광역시 강화군 강화읍 강화대로312번길 11 (),126.4961098,37.7424362
개나리소아청소년과병원,병원,부산,부산광역시 강서구 명지국제8로 269 유당빌딩 4~5층 (명지동),128.92243,35.0981159
거제아동병원,병원,경남,경상남도 거제시 동문천로 52 (고현동),128.6262587,34.8828723
거제중앙병원,병원,경남,경상남도 거제시 고현로 89 (고현동),,
거창적십자병원,병원,경남,경상남도 거창군 거창읍 중앙로 91 (),127.9087378,35.6867599
건강만세365병원,병원,부산,"부산광역시 중구 대청로 105 건강만세365병원 -1,1~9층 (대청동2가)",129.0313991,35.1031753
건누리병원,병원,경기,경기도 고양시 일산서구 강성로 275 스타타워빌딩 2층~8층 (대화동),126.7467267,37.6772497
건양의료재단 김안과병원,병원,서울,서울특별시 영등포구 영신로 136 (영등포동4가),126.9015978,37.5196826
건주병원,병원,경기,"경기도 부천시 경인로536번길 27 메디슨167 3,4,5층 (괴안동)",,
경북권역재활병원,병원,경북,경상북도 경산시 미래로 120-0 (평산동),,
경북재활병원,병원,경북,경상북도 안동시 서후면 광평2길 26 (서후면),128.6959574,36.6539126
경희리틀병원,병원,경남,"경상남도 김해시 율하3로 29 4,5,6층 (율하동)",128.8132149,35.1710522
경희병원,병원,부산,부산광역시 사하구 다대로 321 (장림동),128.9768377,35.0735355
계룡의료재단 계룡병원,병원,충남,충청남도 계룡시 계룡대로 295 (금암동),127.2569649,36.2726641
계림병원,병원,광주,광주광역시 동구 중앙로 327 (계림동),,
계명대학교 경주동산병원,병원,경북,경상북도 경주시 봉황로 65  (서부동),129.2094788,35.845537
고덕탑병원,병원,경기,경기도 평택시 고덕면 고덕중앙로 218 4~8층,127.0449137,37.0478873
고도일병원,병원,서울,"서울특별시 서초구 강남대로 505 (반포동, 고도일 병원)",127.0227848,37.5070301
고든병원,병원,경기,"경기도 안산시 단원구 고잔로 76 영풍빌딩 408호일부, 409호, 501~502호, 506호 (고잔동)",126.8348265,37.3189133
고려병원,병원,충남,충청남도 논산시 해월로 151  (반월동),127.0838273,36.2043687
고양휴메디병원,병원,경기,경기도 고양시 덕양구 원흥3로 6-17 3층~7층 (원흥동),126.8759284,37.6477459
고운손병원,병원,대전,대전광역시 서구 둔산서로 59 (8층),127.3825516,36.3518082
고운여성병원,병원,경기,경기도 부천시 부천로 110-1 2~6층 (원미동),,
고은빛여성병원,병원,서울,서울특별시 강동구 천호대로 1151 (길동),127.1393602,37.5341574
고은여성병원,병원,인천,인천광역시 미추홀구 독배로 463 (숭의동),126.6471018,37.4600706
고흥윤호21병원,병원,전남,전라남도 고흥군 고흥읍 터미널길 16-0 (),127.2816085,34.6066624
공군교육사 기지병원,병원,경남,경상남도 진주시 금산면 송백로 46 46,128.1441565,35.2039755
공군항공우주의료원,병원,충북,충청북도 청주시 상당구 남일면 단재로 635-0 (),127.5268465,36.5795744
공생병원,병원,경북,경상북도 의성군 의성읍 문소3길 96-0 공생병원,128.6946955,36.3544615
공안과병원,병원,서울,서울특별시 강동구 풍성로37길 45 (성내동),,
공주현대병원,병원,충남,충청남도 공주시 번영2로 18-10  (신관동),127.132975,36.468885
곽여성병원,병원,경기,경기도 성남시 수정구 수정로 91 (태평동),127.1304647,37.4407883
광개토병원,병원,대구,대구광역시 중구 중앙대로 366 (덕산동),128.593836,35.866117
광명21세기병원,병원,경기,경기도 광명시 광명로 963-963 1~9층 (광명동),126.8563518,37.484667
광명기대찬병원,병원,경기,경기도 광명시 오리로 872 4-7층 (철산동),126.8656956,37.4760885
광명새움병원,병원,경기,경기도 광명시 오리로 518 3~6층 (소하동),126.8820235,37.4481983
광산수완미래아동병원,병원,광주,"광주광역시 광산구 임방울대로 162 (운남동, 광산미래아동병원)",126.8180639,35.1755833
광산하나아동병원,병원,광주,광주광역시 광산구 장신로 141 3~9층 (수완동),126.825603,35.1910415
광안자모병원,병원,부산,부산광역시 수영구 수영로 555 (광안동),129.1122858,35.1553664
광주21세기병원,병원,광주,"광주광역시 광산구 임방울대로 164 (운남동, 광주21세기병원)",126.8180648,35.1759038
광주365재활병원,병원,광주,"광주광역시 광산구 수완로 6 A동2,4,5층/B동5층동 (신가동)",,
광주OK병원,병원,광주,"광주광역시 광산구 풍영로 214 3,7,8층 (장덕동)",126.8144887,35.1904251
광주굿모닝병원,병원,광주,광주광역시 북구 북문대로 182 (운암동),126.8713449,35.1848499
광주동림병원,병원,광주,"광주광역시 서구 하남대로 686 (동천동, 동림병원)",126.867728,35.1715224
광주미래병원,병원,광주,광주광역시 북구 두리봉길 59 (각화동),126.9330223,35.1808271
광주바로병원,병원,광주,광주광역시 북구 첨단연신로91번길 42 첨단써밋센트럴타워 (신용동),126.8598457,35.2065115
광주백병원,병원,광주,광주광역시 남구 독립로54번길 26  (백운동),126.9045889,35.1384083
광주삼성병원,병원,광주,광주광역시 서구 하남대로680번길 2 지상2층 (동천동),126.8667287,35.171524
광주새우리병원,병원,광주,광주광역시 서구 군분2로 8 (화정동),126.8813934,35.1536997
광주아주병원,병원,광주,"광주광역시 북구 동문대로 208-0  1동 (각화동,청연병원)",,
광주열린병원,병원,광주,광주광역시 광산구 송도로 271 (송정동),126.798888,35.13779
광주중앙아동병원,병원,광주,광주광역시 광산구 목련로 379 (신가동),,
광주참병원,병원,광주,광주광역시 남구 회재로 1244-0  (주월동),126.8972433,35.1337738
광주혜원병원,병원,광주,광주광역시 남구 대남대로 125  (방림동),126.9114893,35.1337447
광탄현대병원,병원,경기,경기도 파주시 광탄면 큰여울길 20-16 (광탄면),126.8496889,37.7792667
광혜병원,병원,서울,"서울특별시 강남구 영동대로86길 9 (대치동, 지하1~2층,2~7층)",127.0647911,37.5081452
괴정어린이병원,병원,부산,부산광역시 사하구 사하로 188 (괴정동),128.9941683,35.0985409
구례병원,병원,전남,전라남도 구례군 구례읍 동편제길 4 (),127.4639375,35.2159096
구미현대병원,병원,경북,경상북도 구미시 신시로 54 54,128.3396375,36.1127404
구트병원,병원,경남,"경상남도 창원시 성산구 원이대로 578 (중앙동, 구트병원빌딩 8-12층)",128.6779428,35.2283755
국군강릉병원,병원,강원,강원도 강릉시 주문진읍 동해대로 4371-34 4371,128.8310611,37.8687639
국군고양병원,병원,경기,경기도 고양시 덕양구 혜음로 215 (벽제동),126.8981741,37.7193759
국군구리병원,병원,경기,"경기도 구리시 인창2로 177 (인창동, 국군구리병원)",127.1194764,37.6101181
국군대구병원,병원,경북,경상북도 경산시 하양읍 대경로 425-41 (),128.7881899,35.9022312
국군대전병원,병원,대전,대전광역시 유성구 자운로 90-0 (자운동),127.3497314,36.3983507
국군양주병원,병원,경기,경기도 양주시 은현면 화합로 1133 (),127.0416361,37.8509959
국군춘천병원,병원,강원,강원도 춘천시 방고개길 57 57,127.7328073,37.9386922
국군포천병원,병원,경기,경기도 포천시 화현면 화동로 564 564,127.3103582,37.9159818
국군함평병원,병원,전남,전라남도 함평군 해보면 신해로 1027 (),126.589626,35.1845454
국군홍천병원,병원,강원,강원도 홍천군 두촌면 아홉사리로 53 53,127.9970272,37.8047491
국립교통재활병원,병원,경기,경기도 양평군 양평읍 중앙로 260 (),127.5187698,37.4895693
국립마산병원,병원,경남,"경상남도 창원시 마산합포구 가포로 215 (가포동, 국립마산병원)",128.5663469,35.1688619
국립목포병원,병원,전남,전라남도 목포시 신지마을1길 75 (석현동),126.43725,34.8273833
국립소록도병원,병원,전남,전라남도 고흥군 도양읍 소록해안길 65 (),127.121363,34.511625
국립재활원,병원,서울,서울특별시 강북구 삼각산로 58 (수유동)국립재활원 (수유동),127.0105162,37.6388781
국립정신건강센터,병원,서울,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",127.0856522,37.5650897
국민병원,병원,경기,경기도 남양주시 경춘로1308번길 4 (평내동),127.238339,37.6500996
국제나은병원,병원,경기,경기도 안양시 만안구 안양로223번길 5 (안양동),126.9257149,37.392901
국제바로병원,병원,인천,인천광역시 남동구 석정로 518 2층일부~9층 (간석동),126.6875736,37.4505351
군포성모병원,병원,경기,"경기도 군포시 용호1로2번길 47-7 1층,2층 (당동, 미성데코플라자)",126.9412757,37.346579
굳센병원,병원,대구,대구광역시 수성구 국채보상로 830 (범어동),128.6216097,35.8672814
굿닥터튼튼병원,병원,경기,"경기도 안양시 동안구 경수대로 775 1.3~9층 (호계동, 대교빌딩)",126.946796,37.3896267
굿모닝내과병원,병원,경남,경상남도 창원시 의창구 사화로 6 (팔용동),128.6086416,35.2572591
굿모닝대홍병원,병원,경남,경상남도 김해시 분성로 180 (외동),128.866368,35.2297004
굿모닝병원,병원,대구,대구광역시 남구 성당로 224 (대명동),128.5740875,35.8530071
굿모닝병원,병원,경북,경상북도 경주시 원화로 397 397,129.218775,35.8561685
굿모닝병원,병원,울산,울산광역시 남구 삼산로 110 (달동),129.319775,35.535
굿병원,병원,경기,"경기도 구리시 검배로 46 굿빌딩 2~9층,13층층 (수택동)",127.1439397,37.5972925
굿힐링병원,병원,부산,부산광역시 중구 대청로 132-1 (동광동3가),129.0344244,35.1025962
그레이스병원,병원,경기,"경기도 고양시 일산동구 중앙로 1073 (지하2층,지하1층,1층중일부,2~9층)/중앙로1071(1층중 일부, 2~4층) (백석동)",126.7851165,37.6447672
그린재활의학과병원,병원,경기,"경기도 안양시 동안구 시민대로 311 4층 (관양동, 금강스마트빌딩)",126.9646697,37.3960855
근로복지공단 대구병원,병원,대구,대구광역시 북구 학정로 515 (학정동),128.564015,35.9508261
근로복지공단 동해병원,병원,강원,강원도 동해시 하평로 11-   (평릉동),129.106078,37.5321225
근로복지공단 정선병원,병원,강원,강원도 정선군 정선읍 봉양1길 145-0 (),128.6587349,37.3830727
글로리병원,병원,인천,"인천광역시 부평구 길주로 655 1층~11층 (삼산동, 글로리타워)",126.7353913,37.5071663
글로벌365mc병원,병원,인천,인천광역시 남동구 예술로 138 이토타워 413~422호 (구월동),126.7009869,37.4463303
글로벌삼육오엠씨병원,병원,대전,"대전광역시 서구 대덕대로 194-0 0동 (둔산동,백마빌딩(7~10층))",127.3782047,36.3501606
글로벌튼튼병원,병원,대전,대전광역시 동구 계족로 516  (용전동),127.433248,36.3578747
금강아산병원(재단법인 아산사회복지재단),병원,서울,서울특별시 용산구 이촌로 318 (이촌동),126.9818432,37.5176285
금병원,병원,경기,경기도 하남시 하남대로739번길 74 (신장동),127.2094289,37.5368198
금정병원,병원,부산,부산광역시 금정구 금정로 244 2~5층 (구서동),129.0922161,35.2451243
기대플러스병원,병원,경기,"경기도 파주시 청암로17번길 33 3,4층 (목동동, 현대메디칼프라자)",126.7363864,37.7287093
기둥병원,병원,경기,"경기도 안산시 상록구 상록수로 34 뉴라성관광호텔 2층 일부, 3 층 (본오동)",126.8637502,37.3021141
기쁨병원,병원,서울,서울특별시 서초구 서초중앙로 4 기쁨병원 빌딩 (서초동),127.033745,37.4899185
김&정해운대병원,병원,부산,"부산광역시 해운대구 좌동로 88 8층 (좌동, 울트라타워)",129.174951,35.1719523
김상수병원,병원,경기,경기도 용인시 기흥구 구성로 111 채러티디벨로퍼(주) 2-4층 (언남동),127.1214759,37.2933672
김앤권병원,병원,충북,충청북도 충주시 번영대로 239-0 (연수동),127.9442994,36.9874645
김정수여러분병원,병원,서울,"서울특별시 강남구 봉은사로 171 (논현동, 지하1층일부,1-5층,6층일부)",127.0325991,37.5072251
김제병원,병원,전북,전라북도 김제시 중앙로 55  (서암동),126.8821973,35.8053917
김제우석병원,병원,전북,전라북도 김제시 서암4길 45 (서암동),126.8801124,35.8071936
김찬병원,병원,경기,경기도 수원시 권선구 효원로 228 (권선동),127.02643,37.2626422
김취열기념의료재단 프라임병원,병원,경남,경상남도 진주시 명석면 나불로 305 지하1층-지상8층,128.0387416,35.2149147
김포경희25병원,병원,경기,경기도 김포시 김포한강8로 382 고은메디타워 9-10층 (구래동),126.6265891,37.6435542
김포다조은병원,병원,경기,경기도 김포시 통진읍 김포대로 2214 (),126.6001707,37.6895829
김포아이제일병원,병원,경기,"경기도 김포시 김포한강8로 382 고은메디타원 6,7,8층 (구래동)",126.6265891,37.6435542
김포에이치(H)병원,병원,경기,경기도 김포시 김포한강8로 412 5-9층 (구래동),126.6232145,37.6429143
김포예사랑병원,병원,경기,"경기도 김포시 중봉1로 12 이삼메디칼센타 2,5~7층 (감정동)",126.6993083,37.6227606
김포한누리병원,병원,경기,경기도 김포시 월곶면 김포대로 2515-26 (),126.5686573,37.700559
김해굿모닝병원,병원,경남,"경상남도 김해시 분성로 444 2.3.4.5층 (삼정동, 굿모닝병원)",128.8947089,35.2347564
김해바른병원,병원,경남,경상남도 김해시 가락로 42 4~7층 (부원동),128.8824348,35.2302953
김해사랑병원,병원,경남,경상남도 김해시 금관대로 1263 (내동),128.8585459,35.2379922
김해아동병원,병원,경남,"경상남도 김해시 내외중앙로 74 6,7층 (내동, 밝은메디칼센터)",128.8673786,35.2364501
꿈나무아동병원,병원,경북,경상북도 경산시 대학로 11  (중산동),128.7240208,35.8353411
꿈크는아이병원,병원,충남,충청남도 아산시 배방읍 배방로13번길 13-0 (),127.0556762,36.7759658
나노병원,병원,경남,경상남도 밀양시 중앙로 229 (삼문동),128.7578198,35.4840221
나누리병원,병원,서울,서울특별시 강남구 언주로 731 (논현동),127.034005,37.5203058
나누리병원,병원,인천,"인천광역시 미추홀구 인주대로 485 (주안동, 지2층 일부, 1~10층)",126.6906588,37.4510812
나누리수원병원,병원,경기,"경기도 수원시 영통구 중부대로 295 (원천동, 외 11필지)",127.0482227,37.2739388
나다의료재단소망병원,병원,인천,인천광역시 부평구 장제로 137 (부평동),126.7298946,37.4974592
나래병원,병원,인천,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",126.6741466,37.4160147
나르샤병원,병원,부산,부산광역시 동래구 중앙대로1493번길 6 (온천동),129.0845992,35.2190565
나리여성병원,병원,경기,경기도 김포시 돌문로 99 나리병원 (사우동),126.7128146,37.6219556
나무정원여성병원,병원,경기,경기도 양주시 평화로1489번길 19-11 (덕계동),127.0484957,37.8227762
나은병원,병원,전북,전라북도 익산시 무왕로 1004  (영등동),126.9685105,35.9587996
나주빛가람병원,병원,전남,전라남도 나주시 산포면 매성길 61 (),126.7999306,35.0355378
날개병원,병원,서울,서울특별시 동대문구 무학로 193-1 (용두동),127.0295094,37.5816364
남기세병원,병원,서울,서울특별시 강동구 천호대로 1133 (길동),127.137523,37.5346934
남산내과·신경과병원,병원,부산,부산광역시 금정구 중앙대로 1917 (구서동),129.0910651,35.2555301
남산병원,병원,대구,대구광역시 중구 남산로13길 9 (남산동),128.5819142,35.8614509
남악아동병원,병원,전남,전라남도 무안군 삼향읍 대죽동로 30 (),126.4644406,34.8111948
남양주21세기병원,병원,경기,경기도 남양주시 진건읍 사릉로442번길 15 (진건읍),127.1772238,37.6587384
남양주백병원,병원,경기,경기도 남양주시 진접읍 해밀예당1로 30-25 2층~10층,127.1876577,37.7112839
남원병원,병원,전북,전라북도 남원시 충정로 115 (향교동),127.3865418,35.4160345
남천병원,병원,경기,경기도 군포시 고산로 575 (산본동),126.9259562,37.3646746
노체리안드리자애병원,병원,경기,경기도 가평군 조종면 꽃동네길 46 (노체리안드리자애병원),127.3517012,37.884895
누가으뜸병원,병원,광주,광주광역시 광산구 첨단중앙로 158 2.3.4.5.층 (쌍암동),,
누네안과병원,병원,서울,서울특별시 강남구 테헤란로 408 대치빌딩 지상9층~지상17층 (대치동),127.0510148,37.5009718
누네안과병원,병원,대구,대구광역시 중구 달구벌대로 2179 (삼덕동2가),128.6018543,35.8636991
누리엘병원,병원,대전,대전광역시 동구 동서대로 1641-  (용전동),,
뉴 엔젤병원,병원,광주,광주광역시 서구 내방로 357 지하1-5층층 (화정동),,
뉴라이프병원,병원,대구,대구광역시 북구 공항로 15 (복현동),128.6166679,35.89834
뉴스타트병원,병원,서울,서울특별시 송파구 송이로 76 뉴스타트병원 (가락동),127.1194989,37.4991188
뉴연세여성병원,병원,서울,서울특별시 금천구 시흥대로 239 (시흥동),126.899972,37.4552178
늘시원한위대항병원,병원,대구,"대구광역시 북구 동북로 163 201동 401,501호 (산격동, 산격대우아파트 상가)",128.6114256,35.9007956
늘열린성모병원,병원,대구,대구광역시 중구 이천로 236 (봉산동),128.5995271,35.862057
늘찬병원,병원,서울,서울특별시 중랑구 봉우재로 234 (망우동),127.0988923,37.595185
다나여성병원,병원,충북,충청북도 청주시 청원구 충청대로 179-0 청주다나여성병원,127.4957789,36.6722246
다빈치병원,병원,대전,대전광역시 서구 계룡로553번길 60 (탄방동),127.3855534,36.3455503
다사랑병원,병원,전북,전라북도 전주시 완산구 백제대로 74 (삼천동1가),127.1278624,35.8008774
다산의료소비자생활협동조합정석소아청소년과병원,병원,경기,"경기도 남양주시 진접읍 해밀예당1로 221 6,7,8층 (지안빌딩)",127.2027443,37.7206568
다인병원,병원,경기,경기도 수원시 장안구 창룡대로 159 (연무동),127.0274625,37.2918733
다인이비인후과병원,병원,인천,"인천광역시 부평구 경원대로 1242 지하1(일부)층, 1(일부)층, 3층, 4(일부)층, 5층, 6층, 7(일부)층 우암빌딩 (산곡동)",126.7088392,37.4876012
다일천사병원,병원,서울,"서울특별시 동대문구 서울시립대로 57 천사병원 B1,1,2,3,6층 (전농동)",127.0477019,37.5765433
단골병원,병원,부산,"부산광역시 금정구 중앙대로 1829 5~10, 14층 12~13층 일부호 (구서동)",129.0919619,35.2476664
단디병원,병원,경남,"경상남도 양산시 강변로 442 늘푸른빌딩 3,5,6,7층 (중부동)",129.0271709,35.338612
달려라병원,병원,서울,서울특별시 강동구 천호대로 1165 (길동),127.1409415,37.5340867
달서미즈맘병원,병원,대구,대구광역시 달서구 월배로 62 (진천동),128.5213432,35.8133158
달서여성메디파크병원,병원,대구,대구광역시 달서구 용산로 139 (용산동),128.5301345,35.8499074
담소유병원,병원,서울,서울특별시 강남구 학동로 234 담소유빌딩 (논현동),127.0346344,37.5148664
담양사랑병원,병원,전남,전라남도 담양군 담양읍 천변7길 19 (),126.9825737,35.3152982
당진성모병원,병원,충남,충청남도 당진시 당진중앙1로 43 (읍내동),126.6275207,36.8932142
대구병원,병원,대구,대구광역시 북구 칠곡중앙대로 194 (태전동),128.5487917,35.9132465
대구보건대학교병원,병원,대구,대구광역시 북구 팔거천동로 209 (동천동),128.557684,35.9427484
대구삼선병원,병원,대구,대구광역시 북구 칠곡중앙대로 448 (읍내동),128.5492256,35.9356228
대구시티병원,병원,대구,대구광역시 북구 동북로 270 (복현동),128.619563,35.8934785
대구차여성병원,병원,대구,대구광역시 남구 두류공원로 24 (대명동),128.5746746,35.8407877
대명의료재단서대구병원,병원,대구,대구광역시 서구 국채보상로 200 (평리동),128.55295,35.8697737
대성병원,병원,광주,광주광역시 동구 참판로 27 (계림동),126.9283901,35.1618276
대우아동병원,병원,경남,"경상남도 거제시 옥포대첩로 38 유라빌딩 2,3,4,6층 (옥포동)",128.6918078,34.8935336
대전광역시립정신병원,병원,대전,대전광역시 유성구 진잠옛로135번길 87 (학하동),127.3064375,36.3320583
대전본병원,병원,대전,"대전광역시 유성구 계룡로 114-0  5~6층 (봉명동,대전유성BYC빌딩)",127.3429573,36.3526557
대전센텀병원,병원,대전,대전광역시 서구 청사로 234-0  (둔산동),127.3898386,36.3594842
대전우리병원,병원,대전,대전광역시 서구 문정로48번길 70  (탄방동),127.3840565,36.3437038
대전코젤병원,병원,대전,"대전광역시 유성구 계백로 927-0 0동 (원내동,코젤랜드)",127.3266814,36.3008979
대중병원,병원,광주,광주광역시 동구 제봉로 187 (대인동),126.9165164,35.1526982
대찬병원,병원,인천,"인천광역시 남동구 인주대로 590 1층일부, 2~8층, 9층일부 (구월동)",126.7025088,37.4497384
대한민국재향소방동우회 희망나눔병원,병원,인천,인천광역시 미추홀구 한나루로 420 3~4층 (학익동),126.6659833,37.4446655
대한민국정형외과병원,병원,부산,부산광역시 동래구 아시아드대로 239-1 (온천동),129.0674535,35.2054534
대항병원,병원,서울,서울특별시 서초구 남부순환로 2151 (방배동),126.9878957,37.475653
더 바른병원,병원,경기,경기도 하남시 신장로 93-1 (신장동),127.2073656,37.5367723
더 조은병원,병원,경남,경상남도 고성군 고성읍 동외로 142 (),128.3262443,34.9736716
더(the)큰병원,병원,경남,경상남도 김해시 분성로 208 3~10층 (외동),128.8696365,35.2302022
더강한병원,병원,부산,"부산광역시 기장군 정관읍 정관로 581 4, 5층",129.1774893,35.3212622
더나은병원,병원,광주,광주광역시 북구 첨단연신로108번길 22 2~5층 (신용동),126.8654811,35.2073447
더나은병원,병원,대구,대구광역시 달서구 달구벌대로 1576 (감삼동),128.5395095,35.8505271
더드림병원,병원,인천,인천광역시 계양구 계양대로 123 (작전동),,
더본병원,병원,서울,서울특별시 동작구 동작대로 67 (사당동),126.9814925,37.4825532
더블유여성병원,병원,대전,대전광역시 서구 문정로48번길 70 (탄방동),127.3840565,36.3437038
더블유여성병원,병원,광주,광주광역시 광산구 임방울대로 331 (수완동),126.8231139,35.189681
더서울병원,병원,서울,서울특별시 성북구 아리랑로 16 (동선동4가),127.0165047,37.5942338
더세움병원,병원,전북,전라북도 전주시 덕진구 서가재미2길 7  (인후동1가),127.1592407,35.8321305
더셀채원병원,병원,서울,서울특별시 강동구 성내로 66 채원자연통합병원빌딩 (성내동),127.1270918,37.5276513
더열린병원,병원,대구,대구광역시 달서구 달구벌대로 1571 더열린병원 (죽전동),128.5434894,35.8520239
더와이즈황병원,병원,서울,서울특별시 강서구 까치산로 23 더와이즈황병원 (화곡동),126.842373,37.5422451
더웰병원,병원,경기,"경기도 수원시 영통구 봉영로 1620 (영통동, 대우월드마크영통 3,5,6,7,8층)",127.0754725,37.255323
더이로운병원,병원,경남,경상남도 양산시 양산대로 886 4층~10층 (북부동),129.0370054,35.3495312
더플러스병원,병원,경기,경기도 광주시 경안로 40 (경안동),127.2562315,37.4095319
동두천중앙성모병원,병원,경기,경기도 동두천시 동광로 53-53 (생연동),127.0539842,37.9089379
동래성모병원,병원,부산,부산광역시 동래구 충렬대로 188 (명륜동),129.0801814,35.2032587
동래아동병원,병원,부산,부산광역시 동래구 충렬대로 384 (안락동),129.1002145,35.1970495
동래우리들병원,병원,부산,부산광역시 동래구 충렬대로 286 (낙민동),129.0902291,35.2001744
동마산병원,병원,경남,"경상남도 창원시 마산회원구 3·15대로 681 (석전동, 동마산병원)",128.5783375,35.2338346
동백성루카병원,병원,경기,경기도 용인시 기흥구 동백죽전대로 315-29 (중동),127.1506635,37.2657659
